facility_id,facility_name,facility_type,district,state,lat,lon,osm_id,source
FAC0047,Government Hospital,General Hospital,Ballari,Karnataka,15.2378693,77.1541663,7813207042,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0048,Government Hospital,General Hospital,Ballari,Karnataka,15.5014121,76.5942483,8188037182,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0049,Government Hospital,General Hospital,Ballari,Karnataka,15.4571499,76.6410367,8188037197,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0050,Government Hospital,General Hospital,Ballari,Karnataka,15.4003732,76.9671293,8188037259,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0051,Primary Health Centre,PHC,Ballari,Karnataka,15.2689079,76.7844561,8188037361,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0052,Community Health Centre,CHC,Ballari,Karnataka,15.2399599,77.0535628,8188037387,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0053,Primary Health Center,PHC,Ballari,Karnataka,15.2247,76.5931,8188037388,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0054,PHC Kudithini,PHC,Ballari,Karnataka,15.1986199,76.759817,8188037394,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0055,"CHC, Kabburu",CHC,Belagavi,Karnataka,16.3494826,74.7259333,1472154947,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0056,"Government Hospital, Hallur",General Hospital,Belagavi,Karnataka,16.372917,75.0063727,7205356283,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0057,"PHC, Balobal",PHC,Belagavi,Karnataka,16.216996,74.877179,7205356291,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0058,Naganur PHC,PHC,Belagavi,Karnataka,16.3134103,74.9200517,7205356295,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0059,Mahalingapur CHC,CHC,Belagavi,Karnataka,16.3792441,75.1148823,7205356312,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0060,"PHC, Bhairanatti",PHC,Belagavi,Karnataka,16.288267,75.009849,7205356314,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0061,"PHC, Konnur",PHC,Belagavi,Karnataka,16.2004603,74.745066,7205356337,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0062,"PHC, Ammanagi",PHC,Belagavi,Karnataka,16.2911489,74.5498665,7205356341,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0063,Mugulkhod CHC,CHC,Belagavi,Karnataka,16.4353535,74.963283,7205356344,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0064,"CHC, Mudalagi",CHC,Belagavi,Karnataka,16.336182,74.956406,7205356349,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0065,"Kuligod ,Government Hospital",General Hospital,Belagavi,Karnataka,16.244215,75.042448,7205356358,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0066,"Government Hospital, Melavanki",General Hospital,Belagavi,Karnataka,16.1814181,74.8818469,7205356359,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0067,"PHC, Belagali",PHC,Belagavi,Karnataka,16.3833051,75.1628165,7205356361,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0068,Hulloli PHC,PHC,Belagavi,Karnataka,16.2648342,74.6539168,7205356363,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0069,"Government Hospital, Shindikurbet",General Hospital,Belagavi,Karnataka,16.2154846,74.7988488,7205356369,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0070,"PHC, Karaganv",PHC,Belagavi,Karnataka,16.336789,74.6335283,7205356375,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0071,"Government Civil Hospital, Raibag",General Hospital,Belagavi,Karnataka,16.4908426,74.7790466,7205356379,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0072,"Government Hospital, Tukkanatti",General Hospital,Belagavi,Karnataka,16.3154341,74.872858,7205356397,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0073,Hidakal Government Hospital,General Hospital,Belagavi,Karnataka,16.4739227,74.9370712,7205356399,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0074,Malali PHC,PHC,Belagavi,Karnataka,16.3472009,75.2051676,7205356400,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0075,Hebbal Primary Health Centre,PHC,Belagavi,Karnataka,16.2198806,74.5239387,7205356403,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0076,Noginhal PHC,PHC,Belagavi,Karnataka,16.1934791,74.6803233,7205356407,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0077,"Government Hospital, Harugeri",General Hospital,Belagavi,Karnataka,16.5130686,74.9491495,7205356408,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0078,Government Hospital Tavag,General Hospital,Belagavi,Karnataka,16.0819242,74.807116,7205448342,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0079,"Hulakund, Government Hospital",General Hospital,Belagavi,Karnataka,16.1454176,75.1256857,7205448353,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0080,Khanagaon PHC,PHC,Belagavi,Karnataka,16.0220852,74.8268344,7205448355,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0081,"Government Hospital, Gokak",General Hospital,Belagavi,Karnataka,16.1626449,74.814992,7205448358,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0082,Murgod PHC,PHC,Belagavi,Karnataka,15.8919345,74.9258526,7205448362,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0083,Government Hospital Tallur,General Hospital,Belagavi,Karnataka,15.9161945,75.0171562,7205448365,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0084,Paschapur PHC,PHC,Belagavi,Karnataka,16.0983767,74.6927675,7205448371,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0085,Kadabi PHC,PHC,Belagavi,Karnataka,16.0057958,74.9581854,7205448379,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0086,"PHC, Akkatangerahala",PHC,Belagavi,Karnataka,16.037897,74.705899,7205448387,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0087,"PHC, Deshnur",PHC,Belagavi,Karnataka,15.9137295,74.7424813,7205448388,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0088,"PHC, Budnur",PHC,Belagavi,Karnataka,16.077594,75.232061,7205448394,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0089,Yaragatti Government Hospital,General Hospital,Belagavi,Karnataka,15.964997,75.024109,7205448401,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0090,Government Hospital Hudali,General Hospital,Belagavi,Karnataka,15.9846229,74.6641955,7205448402,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0091,Inchal PHC,PHC,Belagavi,Karnataka,15.880917,74.8370653,7205448407,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0092,"Madlur, Government Hospital",General Hospital,Belagavi,Karnataka,15.88567,75.064559,7205448412,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0093,Government Hospital Hosur,General Hospital,Belagavi,Karnataka,15.8181335,74.9305287,7205448423,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0094,Government Hospital Sulebhavi,General Hospital,Belagavi,Karnataka,15.891369,74.661601,7205448441,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0095,Islampur PHC,PHC,Belagavi,Karnataka,16.0492425,74.5687322,7205448443,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0096,Primary Health Centre Naganur,PHC,Belagavi,Karnataka,16.3133179,74.9199826,8188036753,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0097,Government Hospital,General Hospital,Belagavi,Karnataka,16.0379348,74.7059516,8188036877,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0098,Doddaballapur Government Hospital,General Hospital,Bengaluru North,Karnataka,13.2922861,77.5440493,6948612047,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0099,"Govt hospital,Rajanukunte",General Hospital,Bengaluru North,Karnataka,13.175209,77.564562,7202935764,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0100,Hesaraghatta Primary Health Centre,PHC,Bengaluru North,Karnataka,13.1374708,77.491628,7202935773,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0101,PHC Bettahalasuru,PHC,Bengaluru North,Karnataka,13.159233,77.611078,7202935785,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0102,Karuna Trust PHC,PHC,Bengaluru North,Karnataka,13.2085184,77.380834,7202935805,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0103,Sadahalli PHC,PHC,Bengaluru North,Karnataka,13.206189,77.6458547,7202935873,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0104,"PHC, Aradeshanahalli",PHC,Bengaluru North,Karnataka,13.220204,77.561736,7202935874,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0105,"PHC, Dodda Tumkur",PHC,Bengaluru North,Karnataka,13.226201,77.527476,7202935884,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0106,Chikkajala Primary Health Centre,PHC,Bengaluru North,Karnataka,13.1734414,77.6343099,7202935901,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0107,Kanasavadi PHC,PHC,Bengaluru North,Karnataka,13.204508,77.435678,7202935904,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0108,Sonnenahalli Primary Health Centre,PHC,Bengaluru North,Karnataka,13.1939965,77.5017962,7202935905,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0109,Maralenahalli PHC,PHC,Bengaluru North,Karnataka,13.3282724,77.473145,7202986968,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0110,Kundana PHC,PHC,Bengaluru North,Karnataka,13.257421,77.619129,7202986984,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0111,"Government Hospital, Hosahalli",General Hospital,Bengaluru North,Karnataka,13.438696,77.4605012,7202987008,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0112,Kallinayakana Halli Phc,PHC,Bengaluru North,Karnataka,13.470516,77.5144384,7202987015,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0113,Government Hospital Tubagere PHC,PHC,Bengaluru North,Karnataka,13.3718928,77.5690161,7202987017,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0114,Koira PHC,PHC,Bengaluru North,Karnataka,13.304895,77.6408518,7202987026,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0115,S.S.Ghati PHC,PHC,Bengaluru North,Karnataka,13.41005,77.530724,7202987067,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0116,Koneghatta PHC,PHC,Bengaluru North,Karnataka,13.3125316,77.6013685,7202987100,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0117,PHC Doddahejjaji,PHC,Bengaluru North,Karnataka,13.2711993,77.4161573,7202987130,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0118,Primary Health Centre,PHC,Bengaluru North,Karnataka,13.1870435,77.5501808,7579683211,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0119,Government Hospital,General Hospital,Bengaluru South,Karnataka,12.680279,77.4693911,1466742313,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0120,"Government Hospital, Harohalli",General Hospital,Bengaluru South,Karnataka,12.6855324,77.4732538,7202721810,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0121,Sugganahalli Primary Health Centre,PHC,Bengaluru South,Karnataka,12.7983332,77.3215887,7202723917,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0122,Jaalamangala government hospital,General Hospital,Bengaluru South,Karnataka,12.8171676,77.2229377,7202723922,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0123,Government Hospital Kailancha,General Hospital,Bengaluru South,Karnataka,12.6689543,77.3280542,7202723923,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0124,Honganur Primary Health Centre,PHC,Bengaluru South,Karnataka,12.598783,77.217958,7202723932,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0125,Ramanagara District Hospital,District Hospital,Bengaluru South,Karnataka,12.7184139,77.2808582,7202723933,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0126,"Government Hospital, Channapatna",General Hospital,Bengaluru South,Karnataka,12.6564697,77.2026888,7202723952,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0127,"Government Hospital, Mylanayakana Hosahalli",General Hospital,Bengaluru South,Karnataka,12.6779968,77.163067,7202723956,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0128,"Government Hospital, Gankal",General Hospital,Bengaluru South,Karnataka,12.8502574,77.351978,7202723961,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0129,Tungani PHC,PHC,Bengaluru South,Karnataka,12.5926337,77.4324442,7202723968,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0130,"Government Hospital, Byramangala",General Hospital,Bengaluru South,Karnataka,12.7501642,77.4223844,7202723969,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0131,"Government Hospital, Channapatna TH",General Hospital,Bengaluru South,Karnataka,12.6571439,77.2039557,7202723985,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0132,Primary Health Centre Ajjanahalli,PHC,Bengaluru South,Karnataka,12.8577741,77.2485273,7202724000,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0133,Paduvanagare Primary Health Centre,PHC,Bengaluru South,Karnataka,12.6133351,77.4599703,7202724008,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0134,"Primary Health Centre, Chikkamudavadi",PHC,Bengaluru South,Karnataka,12.616485,77.375025,7202724014,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0135,"Government Hospital, Bidadi",General Hospital,Bengaluru South,Karnataka,12.7962258,77.3850964,7202724016,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0136,Primary Health Centre Akkuru,PHC,Bengaluru South,Karnataka,12.8197336,77.1760075,7202724029,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0137,Primary Health Centre,PHC,Bengaluru South,Karnataka,12.8387341,77.2960447,7202724032,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0138,Government Hospital B. V. Halli,General Hospital,Bengaluru South,Karnataka,12.5830507,77.2563419,7202724036,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0139,Santhe Mogenahalli Primary Health Centre,PHC,Bengaluru South,Karnataka,12.590012,77.20805,7202724040,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0140,Government Hospital SRS Betta,General Hospital,Bengaluru South,Karnataka,12.6414152,77.3299069,7202724054,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0141,"Government Hospital, Gejjagaraguppe",General Hospital,Bengaluru South,Karnataka,12.853136,77.196963,7202724068,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0142,Kanva Government Hospital,PHC,Bengaluru South,Karnataka,12.7340585,77.1928328,7202724073,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0143,Government Primary Health Centre,PHC,Bengaluru Urban,Karnataka,12.9503234,77.6162619,663604723,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0144,Government Maternity Hospital,General Hospital,Bengaluru Urban,Karnataka,12.9988604,77.5817424,1101622501,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0145,ESI Hospital,General Hospital,Bengaluru Urban,Karnataka,12.995242,77.6523255,1436177631,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0146,Government Primary Health Centre,PHC,Bengaluru Urban,Karnataka,13.003447,77.504284,1794166166,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0147,"Government Primary Healthcare Center, Begur",General Hospital,Bengaluru Urban,Karnataka,12.8778532,77.6246582,1818494842,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0148,ESi Hospital,General Hospital,Bengaluru Urban,Karnataka,13.0077936,77.6923101,2475284844,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0149,Konanakunte Government Hospital,General Hospital,Bengaluru Urban,Karnataka,12.8840897,77.5664029,3100475907,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0150,Government Hospital,General Hospital,Bengaluru Urban,Karnataka,12.8870605,77.603414,3607116665,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0151,NH Narayana municipal clinic,PHC,Bengaluru Urban,Karnataka,12.8490202,77.6575628,3633415015,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0152,CGHS Dispensary No.10,PHC,Bengaluru Urban,Karnataka,12.9871041,77.6620214,4141966889,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0153,CGHS Dispensary,PHC,Bengaluru Urban,Karnataka,12.9605285,77.640123,4322754690,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0154,CGHS Dispensary No.1,PHC,Bengaluru Urban,Karnataka,12.9805291,77.6032027,4446306461,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0155,Yemaluru Primary Health Centre,PHC,Bengaluru Urban,Karnataka,12.9446323,77.678789,4446533643,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0156,Government Hospital,PHC,Bengaluru Urban,Karnataka,12.907453,77.5785311,4456310690,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0157,Agarahara Government Hospital,General Hospital,Bengaluru Urban,Karnataka,13.0957329,77.6273067,4544234694,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0158,Government Maternity Home,General Hospital,Bengaluru Urban,Karnataka,12.9983402,77.6200927,4577045761,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0159,Government Health Center,PHC,Bengaluru Urban,Karnataka,12.984816,77.6656733,4680308696,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0160,Government Hospital,General Hospital,Bengaluru Urban,Karnataka,12.966103,77.5549647,5259407821,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0161,Kannamangala Primary Health Center,PHC,Bengaluru Urban,Karnataka,13.0308849,77.7599564,5356991434,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0162,Ward 113 PHC,PHC,Bengaluru Urban,Karnataka,12.9611724,77.6346628,5469022921,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
