facility_id,drug,district,state,current_days_of_cover,current_stock,trend_slope_56d,is_structural_decline,trust_score,risk_probability,risk_level
FAC0001,Insulin (Soluble),Sarguja,Chhattisgarh,25.331579788266236,464.0660230901118,0.00011040939204713901,False,0.9277524544916392,0.9989812160769865,critical
FAC0002,Isoniazid,Sarguja,Chhattisgarh,46.56770974735738,1214.988163950668,-0.0010929809015789286,False,0.9555962221048797,0.0029924379440743397,low
FAC0002,Rifampicin,Sarguja,Chhattisgarh,0.0,0.0,-0.0015962704012402417,False,0.9470991615990019,0.9989441581691184,critical
FAC0002,Ethambutol,Sarguja,Chhattisgarh,32.67630520964275,465.64333485198244,-0.0007743585156177995,False,0.9675197220410565,0.0019430885979453622,low
FAC0002,Pyrazinamide,Sarguja,Chhattisgarh,12.328332238690782,207.60995280418206,-0.0013688376323782152,False,0.9468883362924564,0.002460968683400031,low
FAC0002,Amoxicillin,Sarguja,Chhattisgarh,18.017599907239155,440.73272016328184,0.0008233542101487186,False,0.9657797274742965,0.0022432093690816085,low
FAC0002,Ciprofloxacin,Sarguja,Chhattisgarh,0.0,0.0,-0.0005122402643427488,False,0.9499961504196472,0.9989838247992484,critical
FAC0002,Metronidazole,Sarguja,Chhattisgarh,0.0,0.0,-0.0001578860559662535,False,0.9698876895547541,0.9989732667328307,critical
FAC0002,Azithromycin,Sarguja,Chhattisgarh,24.334601000089922,359.37702508210873,-0.0007255011291453764,False,0.9564694387725844,0.001628767418528461,low
FAC0002,Doxycycline,Sarguja,Chhattisgarh,32.49815188589034,517.3227519248887,0.0008041838395697779,False,0.9608589284208806,0.0017911765503069049,low
FAC0002,Paracetamol,Sarguja,Chhattisgarh,0.0,0.0,-0.0012991539608375239,False,0.9519537088770027,0.9989004526839723,critical
FAC0002,Ibuprofen,Sarguja,Chhattisgarh,57.27692660156488,1439.0171537945637,0.0007225856561044435,False,0.9683451021582101,0.0024509538564478654,low
FAC0002,Diclofenac,Sarguja,Chhattisgarh,31.312211516003646,339.92029019396006,0.00034224285453896295,False,0.9640735155633549,0.3913022047534889,medium
FAC0002,Oral rehydration salts,Sarguja,Chhattisgarh,0.0,0.0,-0.0014671342729720305,False,0.9308383720241306,0.9988944493072186,critical
FAC0002,Ringer lactate,Sarguja,Chhattisgarh,1.6906100015776542,29.808465653606774,-0.0015866510368235075,False,0.9567309673926172,0.0061129587856364525,low
FAC0002,Metformin,Sarguja,Chhattisgarh,26.284751962660668,390.30131432538167,0.00031396623241985956,False,0.9468301252007434,0.9989684061382977,critical
FAC0002,Amlodipine,Sarguja,Chhattisgarh,4.599254439417257,79.00502834263477,0.00032453907678883516,False,0.9628855683247495,0.002911949732768544,low
FAC0002,Atenolol,Sarguja,Chhattisgarh,0.0,0.0,0.001244735316649118,False,0.973049757217902,0.999003874847152,critical
FAC0002,Oxytocin,Sarguja,Chhattisgarh,16.038662831175646,378.83762045505307,-2.3524518484588468e-05,False,0.9635787610375051,0.0019499901928736597,low
FAC0002,Snake Venom Antiserum,Sarguja,Chhattisgarh,41.52831593907585,397.76440096824905,-0.00397254020508279,False,0.9413832255599527,0.013422205899330983,low
FAC0002,Insulin (Soluble),Sarguja,Chhattisgarh,0.0,0.0,-0.001060543371219709,False,0.9632860417479046,0.9989776970258107,critical
FAC0003,Isoniazid,Sarguja,Chhattisgarh,55.261409939878995,1553.5416061770084,-0.0016546903037395122,False,0.9641226426568259,0.0022371172239277204,low
FAC0003,Rifampicin,Sarguja,Chhattisgarh,51.479903544879875,1222.3133250147807,-0.0008590262572527364,False,0.9512029018920987,0.0029924379440743397,low
FAC0003,Ethambutol,Sarguja,Chhattisgarh,0.0,0.0,-0.0006209750486655483,False,0.9574822769493649,0.9990235911906975,critical
FAC0003,Pyrazinamide,Sarguja,Chhattisgarh,0.0,0.0,-0.00019924496129368274,False,0.9504433492020523,0.9989740083261341,critical
FAC0003,Amoxicillin,Sarguja,Chhattisgarh,26.961072264220903,504.1943719259938,0.00010180383706287132,False,0.9443014138387196,0.0016822714461229363,low
FAC0003,Ciprofloxacin,Sarguja,Chhattisgarh,45.50616695952903,607.2190998520007,5.9147210733193456e-05,False,0.9731586187853482,0.0017173851221956348,low
FAC0003,Metronidazole,Sarguja,Chhattisgarh,49.49746629388768,877.6406292571901,-0.00017550105772128023,False,0.9356495642647602,0.003104200816455014,low
FAC0003,Azithromycin,Sarguja,Chhattisgarh,49.447522580742095,1032.2500960670588,-0.00030978012960310527,False,0.944986190660787,0.0016822714461229363,low
FAC0003,Doxycycline,Sarguja,Chhattisgarh,0.0,0.0,-0.0008683183478235221,False,0.961513244559419,0.9990081731990669,critical
FAC0003,Paracetamol,Sarguja,Chhattisgarh,20.895517405121986,203.78149823483903,0.00017258081142773038,False,0.9619179563090412,0.0017173851221956348,low
FAC0003,Ibuprofen,Sarguja,Chhattisgarh,27.45281573844086,543.1649129977301,0.00022048087283922598,False,0.9601915991301057,0.999003874847152,critical
FAC0003,Diclofenac,Sarguja,Chhattisgarh,0.0,0.0,-0.0006363495246859944,False,0.9711137906132072,0.9989732667328307,critical
FAC0003,Oral rehydration salts,Sarguja,Chhattisgarh,48.46201532223165,619.3496515966084,-0.0021425387639086115,False,0.9417696258375239,0.0033148445879180423,low
FAC0003,Ringer lactate,Sarguja,Chhattisgarh,31.306491928982673,402.5349921605544,-0.0010715905311388311,False,0.9575066785278377,0.001646749650735319,low
FAC0003,Metformin,Sarguja,Chhattisgarh,39.69873843745285,346.9328393538582,-0.0009579298865953674,False,0.9429492017105897,0.0016797369276809178,low
FAC0003,Amlodipine,Sarguja,Chhattisgarh,37.689113468870886,872.811321546012,0.0005216225182731457,False,0.9745111668472647,0.016021465100519442,low
FAC0003,Atenolol,Sarguja,Chhattisgarh,56.55109538955276,820.2878724045406,0.0014337077374491738,False,0.9612434448892799,0.0025217077172003106,low
FAC0003,Oxytocin,Sarguja,Chhattisgarh,0.0,0.0,0.00042579173313349653,False,0.932462779211382,0.9990377028143306,critical
FAC0003,Snake Venom Antiserum,Sarguja,Chhattisgarh,0.0,0.0,-0.0022158000692875483,False,0.9330551195566089,0.9988146612039029,critical
FAC0003,Insulin (Soluble),Sarguja,Chhattisgarh,0.0,0.0,-0.00022998490308650198,False,0.9336043907720857,0.9989499124544557,critical
FAC0004,Isoniazid,Sarguja,Chhattisgarh,38.43885416177959,841.2266836038659,-0.0010325801077197333,False,0.9548335759553139,0.001646749650735319,low
FAC0004,Rifampicin,Sarguja,Chhattisgarh,0.0,0.0,-0.001956070689204077,False,0.9685982198569161,0.9988970226866852,critical
FAC0004,Ethambutol,Sarguja,Chhattisgarh,25.399600681005786,274.0184203123974,-0.0008792017816017371,False,0.9627186389606173,0.5173712801359317,high
FAC0004,Pyrazinamide,Sarguja,Chhattisgarh,0.0,0.0,-0.001866727323587682,False,0.9675022001591136,0.9988202453479682,critical
FAC0004,Amoxicillin,Sarguja,Chhattisgarh,43.45770805498721,571.2750590384607,0.00024886826707635877,False,0.9615909987054123,0.003947372621778622,low
FAC0004,Ciprofloxacin,Sarguja,Chhattisgarh,15.216109997246804,269.00418590583575,0.0002279365389752719,False,0.9697973282935015,0.0019839726125138995,low
FAC0004,Metronidazole,Sarguja,Chhattisgarh,0.0,0.0,0.0006035838162261179,False,0.9472983709775731,0.9989946571037118,critical
FAC0004,Azithromycin,Sarguja,Chhattisgarh,0.0,0.0,0.0005744721600251015,False,0.9515797405904375,0.9989556149693484,critical
FAC0004,Doxycycline,Sarguja,Chhattisgarh,26.224739132014875,637.3459577952221,0.000921879111370642,False,0.9757801189683089,0.0018136807318770939,low
FAC0004,Paracetamol,Sarguja,Chhattisgarh,50.39206836249802,873.189238380118,5.952930352691839e-05,False,0.9487275182009708,0.0031145987908786253,low
FAC0004,Ibuprofen,Sarguja,Chhattisgarh,28.99323428695339,562.3821424709593,-0.0004067727904877378,False,0.9589940426937792,0.4558735157520283,medium
FAC0004,Diclofenac,Sarguja,Chhattisgarh,25.406424203802597,347.7470569500768,0.00022145237167012268,False,0.954766098539195,0.9989556149693484,critical
FAC0004,Oral rehydration salts,Sarguja,Chhattisgarh,55.05983574691523,933.4262800275676,-0.0018227366958234335,False,0.9269640748298547,0.0026292104554612667,low
FAC0004,Ringer lactate,Sarguja,Chhattisgarh,65.73285181461038,1806.664892457134,-0.0024557174511992703,False,0.9521486097344345,0.002651568419542743,low
FAC0004,Metformin,Sarguja,Chhattisgarh,32.19185009903738,647.1530310552624,9.164570749222695e-05,False,0.9354747936952228,0.9989782761571487,critical
FAC0004,Amlodipine,Sarguja,Chhattisgarh,0.0,0.0,-0.0001327505719470521,False,0.9516949098030643,0.12117946204358347,low
FAC0004,Atenolol,Sarguja,Chhattisgarh,0.0,0.0,-0.0006193250769301563,False,0.9670436875463033,0.9989732667328307,critical
FAC0004,Oxytocin,Sarguja,Chhattisgarh,52.438694912331286,1014.7418008056827,-0.0001720542624817102,False,0.9587110912415957,0.002813884658407893,low
FAC0004,Snake Venom Antiserum,Sarguja,Chhattisgarh,35.04795616169653,790.1770678816192,-0.0029887891395255165,False,0.9495304860680553,0.001984758852197143,low
FAC0004,Insulin (Soluble),Sarguja,Chhattisgarh,0.0,0.0,-0.000184996131769837,False,0.9697557311945352,0.9989732667328307,critical
FAC0005,Isoniazid,Sarguja,Chhattisgarh,0.0,0.0,-0.0011252421005815473,False,0.9417366187360456,0.9989273985014115,critical
FAC0005,Rifampicin,Sarguja,Chhattisgarh,0.0,0.0,-0.001038062307636685,False,0.9583365615045157,0.9989957018718503,critical
FAC0005,Ethambutol,Sarguja,Chhattisgarh,0.0,0.0,-0.0009520849468117303,False,0.9643756648607751,0.9989776970258107,critical
FAC0005,Pyrazinamide,Sarguja,Chhattisgarh,0.0,0.0,-0.0009948679623455233,False,0.9640470965534685,0.9990442373604305,critical
FAC0005,Amoxicillin,Sarguja,Chhattisgarh,27.56962409869497,700.0453474448126,0.00021130880389791227,False,0.9401918301782455,0.0016613950793456216,low
FAC0005,Ciprofloxacin,Sarguja,Chhattisgarh,0.0,0.0,0.00032114158134922407,False,0.9492255352733641,0.998986748769554,critical
FAC0005,Metronidazole,Sarguja,Chhattisgarh,40.18594990802035,745.6237899526054,0.00015615485010636866,False,0.9531959002322781,0.001649234477620837,low
FAC0005,Azithromycin,Sarguja,Chhattisgarh,39.62564446139326,379.52884766514745,9.424555873266704e-05,False,0.9626338121759763,0.002922715424401609,low
FAC0005,Doxycycline,Sarguja,Chhattisgarh,0.0,0.0,-0.0004188096007981734,False,0.9641657553554384,0.9989732667328307,critical
FAC0005,Paracetamol,Sarguja,Chhattisgarh,0.0,0.0,0.000338079360295394,False,0.9675571845261022,0.9990010002486744,critical
FAC0005,Ibuprofen,Sarguja,Chhattisgarh,40.83514732768919,726.7532970208687,-0.0003687635647528002,False,0.9399869733557149,0.005049176333102997,low
FAC0005,Diclofenac,Sarguja,Chhattisgarh,60.30965392385563,959.663692207607,0.00017116363654686174,False,0.9504270935300378,0.002687471124465227,low
FAC0005,Oral rehydration salts,Sarguja,Chhattisgarh,64.81875001723874,744.610075323565,-0.003118943090031668,False,0.9637689338804502,0.00227291023984133,low
FAC0005,Ringer lactate,Sarguja,Chhattisgarh,0.0,0.0,-0.002298467368657618,False,0.9636179701819074,0.9988202453479682,critical
FAC0005,Metformin,Sarguja,Chhattisgarh,44.10453231487991,925.6293831564736,0.0003337622262502625,False,0.944239450707345,0.020226189151568385,low
FAC0005,Amlodipine,Sarguja,Chhattisgarh,28.97231627957342,518.5581568748777,-0.000649250166192843,False,0.9473613611271572,0.0017089479805690007,low
FAC0005,Atenolol,Sarguja,Chhattisgarh,0.0,0.0,-0.001061816743611811,False,0.9553001064189202,0.998960121349353,critical
FAC0005,Oxytocin,Sarguja,Chhattisgarh,0.0,0.0,-0.00039384980343489423,False,0.9388906971002509,0.9989499124544557,critical
FAC0005,Snake Venom Antiserum,Sarguja,Chhattisgarh,0.0,0.0,-0.0018739735574316262,False,0.9172785673391874,0.9988146612039029,critical
FAC0005,Insulin (Soluble),Sarguja,Chhattisgarh,11.086170892805738,222.4214710545369,0.00018911850172795538,False,0.9586944838625917,0.0023965999997160917,low
FAC0006,Isoniazid,Sarguja,Chhattisgarh,0.0,0.0,-0.0002517187356995251,False,0.9553706660014709,0.9989556149693484,critical
FAC0006,Rifampicin,Sarguja,Chhattisgarh,54.05896695748833,1334.0029796043227,-0.0009215671324405053,False,0.9613207867482296,0.00280791712231004,low
FAC0006,Ethambutol,Sarguja,Chhattisgarh,0.0,0.0,-0.0018170760170684167,False,0.9462518991836926,0.9988944493072186,critical
FAC0006,Pyrazinamide,Sarguja,Chhattisgarh,32.23293810269486,631.7945051383389,-0.0010314196808639655,False,0.9511001127564395,0.4377040638632827,medium
FAC0006,Amoxicillin,Sarguja,Chhattisgarh,38.619533898464816,898.4341294748771,0.0004827735014713601,False,0.9319297739777471,0.007073543186581018,low
FAC0006,Ciprofloxacin,Sarguja,Chhattisgarh,0.0,0.0,0.0006252922669976592,False,0.964489731594647,0.9989732667328307,critical
FAC0006,Metronidazole,Sarguja,Chhattisgarh,0.0,0.0,0.0006043388223113732,False,0.9590124001928843,0.9990010002486744,critical
FAC0006,Azithromycin,Sarguja,Chhattisgarh,43.19738039795612,909.0490683242192,0.0005323792911334384,False,0.9718911097124868,0.003077523734915946,low
FAC0006,Doxycycline,Sarguja,Chhattisgarh,36.06502506710525,550.786747899344,-0.00020396045308616575,False,0.9575568527116471,0.9990027245105887,critical
FAC0006,Paracetamol,Sarguja,Chhattisgarh,22.719860266161653,252.24143313176234,-1.2216057451024721e-05,False,0.9614748380872699,0.0017173851221956348,low
FAC0006,Ibuprofen,Sarguja,Chhattisgarh,0.0,0.0,-0.0009076243264706957,False,0.92889041210504,0.9989856121038498,critical
FAC0006,Diclofenac,Sarguja,Chhattisgarh,31.246397573220808,759.3609153208976,-7.662505418876558e-05,False,0.9525774306411603,0.001649234477620837,low
FAC0006,Oral rehydration salts,Sarguja,Chhattisgarh,37.74141110444767,488.44565551515666,-0.0023896762907039066,False,0.962230135103412,0.0016851956318194093,low
FAC0006,Ringer lactate,Sarguja,Chhattisgarh,0.0,0.0,-0.001974165595440652,False,0.9573611636714684,0.9987999659764794,critical
FAC0006,Metformin,Sarguja,Chhattisgarh,29.32350353863963,566.6152037747111,0.0005171156712845112,False,0.9702807649825612,0.9989913495266076,critical
FAC0006,Amlodipine,Sarguja,Chhattisgarh,0.0,0.0,-0.00041671634209710187,False,0.9719858609966703,0.999003874847152,critical
FAC0006,Atenolol,Sarguja,Chhattisgarh,43.45631633204631,1018.7604472049876,0.0013033046410130024,False,0.9578449628150277,0.0033871139231526222,low
FAC0006,Oxytocin,Sarguja,Chhattisgarh,0.0,0.0,-1.0919343289188719e-05,False,0.9462592661784225,0.39631993335817495,medium
FAC0006,Snake Venom Antiserum,Sarguja,Chhattisgarh,20.857377685613706,558.0459149033745,-0.0035755974813144777,False,0.9485483988928318,0.0037084947246396167,low
FAC0006,Insulin (Soluble),Sarguja,Chhattisgarh,0.0,0.0,-0.00022798234972085178,False,0.952629879442561,0.35894232062645587,medium
FAC0007,Isoniazid,Sarguja,Chhattisgarh,1.4026323362883786,34.61012803860789,-0.0007121467395815143,False,0.9593670625934936,0.0058246808671276575,low
FAC0007,Rifampicin,Sarguja,Chhattisgarh,45.18490417715355,698.1684517368903,-0.00024947268021955526,False,0.9424562194996617,0.0030745616711779756,low
FAC0007,Ethambutol,Sarguja,Chhattisgarh,0.0,0.0,-0.00045387243255513664,False,0.9436571486587834,0.9989499124544557,critical
FAC0007,Pyrazinamide,Sarguja,Chhattisgarh,0.0,0.0,0.0006082045494947481,False,0.9678400841894539,0.9989732667328307,critical
FAC0007,Amoxicillin,Sarguja,Chhattisgarh,42.11537078324365,455.1692982475197,0.00020537333047010968,False,0.9700057808643381,0.002765447167500951,low
FAC0007,Ciprofloxacin,Sarguja,Chhattisgarh,40.548246933267166,791.0066182843947,0.0005239831418099652,False,0.9131356473841934,0.005592871723932611,low
FAC0007,Metronidazole,Sarguja,Chhattisgarh,37.02066963433442,832.1170187622927,-0.00017926735292409874,False,0.9354472662222748,0.0016822714461229363,low
FAC0007,Azithromycin,Sarguja,Chhattisgarh,0.0,0.0,-0.00041778791965597597,False,0.9431727915710066,0.9989812160769865,critical
FAC0007,Doxycycline,Sarguja,Chhattisgarh,40.010094929928535,610.4713141226352,-0.0003609907204504599,False,0.9656670287469904,0.0028841409047521516,low
FAC0007,Paracetamol,Sarguja,Chhattisgarh,0.0,0.0,-5.963897971954504e-05,False,0.9517421915343951,0.998986748769554,critical
FAC0007,Ibuprofen,Sarguja,Chhattisgarh,17.389743146110717,386.79673484981635,0.0005542072021065875,False,0.9681721066514575,0.0018136807318770939,low
FAC0007,Diclofenac,Sarguja,Chhattisgarh,0.0,0.0,-0.00034046413691497335,False,0.9230753772310132,0.23920588920525934,low
FAC0007,Oral rehydration salts,Sarguja,Chhattisgarh,26.052761218527753,575.9893232208501,-0.0023515907498905253,False,0.957011314754542,0.0016183202854970582,low
FAC0007,Ringer lactate,Sarguja,Chhattisgarh,19.85988997676897,268.52729419395644,-0.0010453866917068965,False,0.9590894514855973,0.0018109485906974423,low
FAC0007,Metformin,Sarguja,Chhattisgarh,31.278240691825996,425.7758344940713,-0.00032242962022139047,False,0.9467569401209606,0.9989499124544557,critical
FAC0007,Amlodipine,Sarguja,Chhattisgarh,0.0,0.0,-0.00022261742755773492,False,0.9667804418684076,0.9989913495266076,critical
FAC0007,Atenolol,Sarguja,Chhattisgarh,40.65863084673152,774.4201711100352,0.00034306184781708577,False,0.9547497001905407,0.20764679626672033,low
FAC0007,Oxytocin,Sarguja,Chhattisgarh,39.25545805528264,886.7466836558854,-0.0006891845688047951,False,0.9407940349085044,0.003413849469376124,low
FAC0007,Snake Venom Antiserum,Sarguja,Chhattisgarh,0.0,0.0,-0.0031449218524522878,False,0.9597818125062519,0.9989589416180245,critical
FAC0007,Insulin (Soluble),Sarguja,Chhattisgarh,44.872472280567294,607.3603561815046,0.00022794413944239567,False,0.9749975783067392,0.002765447167500951,low
FAC0008,Isoniazid,Sarguja,Chhattisgarh,0.0,0.0,-0.0010470339993288037,False,0.9731603077437445,0.9989957018718503,critical
FAC0008,Rifampicin,Sarguja,Chhattisgarh,0.0,0.0,-0.0014364141060951388,False,0.9742026079701207,0.9989190357686994,critical
FAC0008,Ethambutol,Sarguja,Chhattisgarh,37.601074431497786,410.7810775360182,-7.40917074361345e-05,False,0.9562641494328609,0.0015616563216611747,low
FAC0008,Pyrazinamide,Sarguja,Chhattisgarh,72.0047998239018,1347.835817263365,-0.0003926753153271395,False,0.9677592685196375,0.0017173851221956348,low
FAC0008,Amoxicillin,Sarguja,Chhattisgarh,52.78815344403081,1396.1546669621218,-0.0002572519964841999,False,0.9771931669226233,0.0020766091748969555,low
FAC0008,Ciprofloxacin,Sarguja,Chhattisgarh,0.0,0.0,-1.4855086097926929e-05,False,0.9499083142111993,0.9989556149693484,critical
FAC0008,Metronidazole,Sarguja,Chhattisgarh,35.729086755292734,503.74013023368747,0.000262898896801223,False,0.9602696909468613,0.0017173851221956348,low
FAC0008,Azithromycin,Sarguja,Chhattisgarh,48.1328754002305,1108.912591025919,2.1850390094951187e-05,False,0.951873832045278,0.0062062129428946565,low
FAC0008,Doxycycline,Sarguja,Chhattisgarh,14.91870280247452,233.0762496286684,0.0005198438864474151,False,0.9473420122221097,0.0027217113113821288,low
FAC0008,Paracetamol,Sarguja,Chhattisgarh,22.255258547088307,279.2837110307351,-4.823936508076781e-05,False,0.9369537655020121,0.0016613950793456216,low
FAC0008,Ibuprofen,Sarguja,Chhattisgarh,60.468499972622055,1146.4841951667886,0.0005788402634414919,False,0.9639371926057358,0.0026629822448786073,low
FAC0008,Diclofenac,Sarguja,Chhattisgarh,28.386453877139324,760.3220546154292,0.0006153516415185808,False,0.9227902566663913,0.0017296643226455356,low
FAC0008,Oral rehydration salts,Sarguja,Chhattisgarh,25.36417141135748,590.3776790392005,-0.0024419593617431463,False,0.9484883945934741,0.0017441223075981309,low
FAC0008,Ringer lactate,Sarguja,Chhattisgarh,0.0,0.0,-0.002278025847705664,False,0.9427482099177472,0.9988293780512879,critical
FAC0008,Metformin,Sarguja,Chhattisgarh,27.49123567037372,553.416456012392,-0.0003633047804429632,False,0.9425123907966507,0.0016822714461229363,low
FAC0008,Amlodipine,Sarguja,Chhattisgarh,41.07404600751313,996.8261304363258,-0.0003262543994204491,False,0.9512465693708867,0.010547221284541589,low
FAC0008,Atenolol,Sarguja,Chhattisgarh,23.557778253721068,625.5672470153528,-0.00048156055729769363,False,0.971772382796732,0.0017976120831995686,low
FAC0008,Oxytocin,Sarguja,Chhattisgarh,53.874128929109524,714.8523411390019,2.567895348824162e-05,False,0.9571169757737122,0.002687471124465227,low
FAC0008,Snake Venom Antiserum,Sarguja,Chhattisgarh,0.0,0.0,-0.0029827623814927314,False,0.9366036417827719,0.9989394948559918,critical
FAC0008,Insulin (Soluble),Sarguja,Chhattisgarh,33.14622637631986,488.26145808524393,0.000198136397897192,False,0.974177803242662,0.0017173851221956348,low
FAC0009,Isoniazid,Sarguja,Chhattisgarh,34.42190888892718,762.4212556858785,-0.0008322013105913048,False,0.9659537492063157,0.0019069822529657718,low
FAC0009,Rifampicin,Sarguja,Chhattisgarh,8.197841820857455,136.7844952762423,-0.0018590177877325002,False,0.9519013871905982,0.0028154965986564298,low
FAC0009,Ethambutol,Sarguja,Chhattisgarh,0.0,0.0,-0.0009294838781473127,False,0.9536443423838713,0.998960121349353,critical
FAC0009,Pyrazinamide,Sarguja,Chhattisgarh,47.33618279509506,698.1481595683422,-0.0009409671838791165,False,0.9577442047979814,0.002087418045696006,low
FAC0009,Amoxicillin,Sarguja,Chhattisgarh,0.0,0.0,-0.0003618190978945744,False,0.9341902014898791,0.9989499124544557,critical
FAC0009,Ciprofloxacin,Sarguja,Chhattisgarh,0.0,0.0,-0.0004209706189339628,False,0.9494929812214434,0.6676767087991111,high
FAC0009,Metronidazole,Sarguja,Chhattisgarh,40.67817039581008,385.58750061724817,5.531345768112412e-05,False,0.959352998381759,0.5767959946877872,high
FAC0009,Azithromycin,Sarguja,Chhattisgarh,0.0,0.0,9.044323829651929e-05,False,0.9628033534094251,0.999003874847152,critical
FAC0009,Doxycycline,Sarguja,Chhattisgarh,66.80519636529765,1341.9651238927042,-0.00022644628372937872,False,0.9711047613047707,0.0018136807318770939,low
FAC0009,Paracetamol,Sarguja,Chhattisgarh,0.0,0.0,0.0005264639820284038,False,0.9528585718898579,0.9989556149693484,critical
FAC0009,Ibuprofen,Sarguja,Chhattisgarh,0.0,0.0,-6.781937389015051e-05,False,0.9596407167222073,0.9989913495266076,critical
FAC0009,Diclofenac,Sarguja,Chhattisgarh,54.663838868298186,1341.5915320605764,0.0007263064587919589,False,0.9441528198321578,0.003200713900722209,low
FAC0009,Oral rehydration salts,Sarguja,Chhattisgarh,0.0,0.0,-0.0012163294961044747,False,0.933818898695929,0.013673520645884325,low
FAC0009,Ringer lactate,Sarguja,Chhattisgarh,23.5125820892335,226.63559497783143,-0.001658175401443814,False,0.9717741997529075,0.001712718567906267,low
FAC0009,Metformin,Sarguja,Chhattisgarh,30.494392406221895,612.770638649075,-0.00012863083357181964,False,0.9783848184094184,0.0013215091791820642,low
FAC0009,Amlodipine,Sarguja,Chhattisgarh,38.59929133313947,907.3864829264148,-0.0002223350659932876,False,0.9738999999939013,0.0018136807318770939,low
FAC0009,Atenolol,Sarguja,Chhattisgarh,26.910434777851748,401.06694093019263,-0.00017634096043978728,False,0.9474691181588659,0.00170403400720825,low
FAC0009,Oxytocin,Sarguja,Chhattisgarh,58.47143764383474,1041.337833382733,-0.000140667986811151,False,0.9732924489844506,0.0026553323022300668,low
FAC0009,Snake Venom Antiserum,Sarguja,Chhattisgarh,51.736037392463956,1001.318440895229,-0.002747112767170449,False,0.9486689413220263,0.009487279041106092,low
FAC0009,Insulin (Soluble),Sarguja,Chhattisgarh,0.0,0.0,0.00018756705972056904,False,0.9499758057755383,0.9989556149693484,critical
FAC0010,Isoniazid,Sarguja,Chhattisgarh,82.24539222280087,1014.4352620803653,-0.0009393589558850098,False,0.9435986570855521,0.0016797369276809178,low
FAC0010,Rifampicin,Sarguja,Chhattisgarh,31.916661099951625,302.01071453260306,-0.0015904830995556573,False,0.9563081077818114,0.5177006802076917,high
FAC0010,Ethambutol,Sarguja,Chhattisgarh,0.0,0.0,-0.0019583082689846295,False,0.9598037848884124,0.9988554099812701,critical
FAC0010,Pyrazinamide,Sarguja,Chhattisgarh,0.0,0.0,-9.505331621299329e-05,False,0.9431732535996704,0.9989812160769865,critical
