facility_id,own_stress,propagated_stress
FAC0182,0.9997238227507206,1.0
FAC0183,0.9997544354782602,1.0
FAC0184,0.9997376491126477,1.0
FAC0185,0.9996233807897965,1.0
FAC0186,0.9997978312783111,1.0
FAC0187,0.9996812493937657,1.0
FAC0188,0.9997173373548827,1.0
FAC0189,0.9998030499389579,1.0
FAC0190,0.9997152401870787,1.0
FAC0191,0.9996469807358233,1.0
FAC0192,0.9996923160520514,1.0
FAC0193,0.9997534719354666,1.0
FAC0194,0.9996961116242716,1.0
FAC0195,0.9997593734307574,1.0
FAC0196,0.999641359658997,1.0
FAC0197,0.99963972572907,1.0
FAC0198,0.9996233807897965,1.0
FAC0199,0.9997491907034025,1.0
FAC0200,0.99968083882492,1.0
FAC0201,0.9997412483715913,1.0
FAC0202,0.9996309458314213,1.0
FAC0203,0.9996551332426171,1.0
FAC0204,0.9996360014578454,1.0
FAC0205,0.9997344729354429,1.0
FAC0206,0.9997152401870787,1.0
FAC0207,0.9997152401870787,1.0
FAC0208,0.9997407290678482,1.0
FAC0209,0.9996980920616569,1.0
FAC0210,0.9997011718929152,1.0
FAC0211,0.9997152401870787,1.0
FAC0212,0.9997474633368986,1.0
FAC0213,0.9996961116242716,1.0
FAC0214,0.9996961116242716,1.0
FAC0215,0.9996961116242716,1.0
FAC0216,0.999731534257118,1.0
FAC0217,0.9997017694946141,1.0
FAC0218,0.9997380652835233,1.0
FAC0219,0.9997152509019223,1.0
FAC0220,0.9997227390963259,1.0
FAC0221,0.9997152401870787,1.0
FAC0222,0.9997170959990967,1.0
FAC0223,0.999720542016576,1.0
FAC0224,0.9997152401870787,1.0
FAC0225,0.9996514373847486,1.0
FAC0226,0.9996309458314213,1.0
FAC0227,0.9996514373847486,1.0
FAC0228,0.9997227390963259,1.0
FAC0229,0.9996012554855177,1.0
FAC0230,0.9997313186817897,1.0
FAC0231,0.9997152401870787,1.0
FAC0232,0.9997152401870787,1.0
FAC0233,0.9997011718929152,1.0
FAC0234,0.9996309458314213,1.0
FAC0235,0.9996923044744565,1.0
FAC0236,0.9996632697127916,1.0
FAC0237,0.9996514373847486,1.0
FAC0238,0.9996233949597915,1.0
FAC0239,0.9997516687228531,1.0
FAC0240,0.9996233807897965,1.0
FAC0241,0.9996514373847486,1.0
FAC0242,0.9997132577498118,1.0
FAC0243,0.999678274003564,1.0
FAC0244,0.9997017694946141,1.0
FAC0245,0.999678274003564,1.0
FAC0246,0.9996309458314213,1.0
FAC0247,0.9996012404828436,1.0
FAC0248,0.999680850833793,1.0
FAC0249,0.9996012404828436,1.0
FAC0250,0.999621550669056,1.0
FAC0251,0.9996309458314213,1.0
FAC0252,0.9997152401870787,1.0
FAC0253,0.9996012404828436,1.0
FAC0254,0.9996309458314213,1.0
FAC0255,0.9997313186817897,1.0
FAC0256,0.9997152401870787,1.0
FAC0257,0.9997110597597962,1.0
FAC0258,0.9996434735189089,1.0
FAC0259,0.9997152401870787,1.0
FAC0260,0.9996309458314213,1.0
FAC0261,0.9996233807897965,1.0
FAC0262,0.9997152401870787,1.0
FAC0263,0.9997258168247566,1.0
FAC0264,0.9997220152570713,1.0
FAC0265,0.9996672225789524,1.0
FAC0266,0.9997152401870787,1.0
FAC0267,0.9997152401870787,1.0
FAC0268,0.9997011718929152,1.0
FAC0269,0.99963972572907,1.0
FAC0270,0.9996632697127916,1.0
FAC0271,0.9996017942245597,1.0
FAC0272,0.9996106824927122,1.0
FAC0273,0.9996173604251757,1.0
FAC0274,0.9996147996177857,1.0
FAC0275,0.9996012404828436,1.0
FAC0276,0.9996040135040152,1.0
FAC0277,0.9996097255311216,1.0
FAC0278,0.9996309458314213,1.0
FAC0279,0.9996672225789524,1.0
FAC0280,0.9997066511407695,1.0
FAC0281,0.9996309458314213,1.0
FAC0282,0.9998316591517178,1.0
FAC0283,0.999734675687201,1.0
FAC0284,0.9997095941474758,1.0
FAC0285,0.9997410347435217,1.0
FAC0286,0.9997499282550082,1.0
FAC0287,0.9997313186817897,1.0
FAC0288,0.9997132698720609,1.0
FAC0289,0.9996632697127916,1.0
FAC0290,0.9997627643410957,1.0
FAC0291,0.9996923044744565,1.0
FAC0292,0.9997271990088201,1.0
FAC0293,0.9996233807897965,1.0
FAC0294,0.9996961116242716,1.0
FAC0295,0.9996551332426171,1.0
FAC0296,0.9997271990088201,1.0
FAC0297,0.9997132577498118,1.0
FAC0298,0.9997152401870787,1.0
FAC0299,0.9997114469353294,1.0
FAC0300,0.999738914381581,1.0
FAC0301,0.9997979711106809,1.0
FAC0302,0.9997072164308592,1.0
FAC0303,0.9998020591117768,1.0
FAC0304,0.9998194249035005,1.0
FAC0305,0.9997066511407695,1.0
FAC0306,0.9997271990088201,1.0
FAC0307,0.9997978312783111,1.0
FAC0308,0.9997238227507206,1.0
FAC0309,0.9997037537647823,1.0
FAC0310,0.9996820507908523,1.0
FAC0311,0.9997491907034025,1.0
FAC0312,0.9996980920616569,1.0
FAC0313,0.9996309458314213,1.0
FAC0314,0.9996202758740244,1.0
FAC0315,0.999731283190728,1.0
FAC0316,0.9998194249035005,1.0
FAC0317,0.9996514373847486,1.0
FAC0318,0.9998259622876613,1.0
FAC0319,0.9997170959990967,1.0
FAC0320,0.9996309458314213,1.0
FAC0321,0.9996309458314213,1.0
FAC0322,0.9996309458314213,1.0
FAC0323,0.9997175531873693,1.0
FAC0324,0.9997684681877996,1.0
FAC0325,0.9997593734307574,1.0
FAC0326,0.9997199820211868,1.0
FAC0327,0.9996233807897965,1.0
FAC0328,0.9997011718929152,1.0
FAC0329,0.999678274003564,1.0
FAC0330,0.9997313186817897,1.0
FAC0331,0.9996839546014588,1.0
FAC0332,0.9997066511407695,1.0
FAC0333,0.9996309458314213,1.0
FAC0334,0.9997737746495972,1.0
FAC0335,0.9996961116242716,1.0
FAC0336,0.9996012554855177,1.0
FAC0337,0.9997152401870787,1.0
FAC0338,0.9996309458314213,1.0
FAC0339,0.9997491907034025,1.0
FAC0340,0.9996038389494608,1.0
FAC0341,0.9997412483715913,1.0
FAC0342,0.9996233807897965,1.0
FAC0343,0.9996309458314213,1.0
FAC0344,0.9996012404828436,1.0
FAC0345,0.9997491907034025,1.0
FAC0346,0.9996856240382963,1.0
FAC0347,0.9997066511407695,1.0
FAC0348,0.9998085382606908,1.0
FAC0349,0.9997530075590624,1.0
FAC0350,0.9996233807897965,1.0
FAC0351,0.9996980920616569,1.0
FAC0352,0.9996309458314213,1.0
FAC0353,0.9996749191585227,1.0
FAC0354,0.9996309458314213,1.0
FAC0355,0.9996961230586593,1.0
FAC0356,0.9996514373847486,1.0
FAC0357,0.999705689356195,1.0
FAC0358,0.9997313186817897,1.0
FAC0359,0.9996923044744565,1.0
FAC0360,0.9997173373548827,1.0
FAC0361,0.9996233807897965,1.0
FAC0362,0.9996323405956206,1.0
FAC0363,0.9997271990088201,1.0
FAC0364,0.9997773338439715,1.0
FAC0365,0.9996514373847486,1.0
FAC0366,0.999630959716893,1.0
FAC0367,0.9996309458314213,1.0
FAC0368,0.9996514373847486,1.0
FAC0369,0.9997344729354429,1.0
FAC0370,0.9997593734307574,1.0
FAC0371,0.9997370236939389,1.0
FAC0372,0.9997598806030874,1.0
FAC0373,0.9996434735189089,1.0
FAC0374,0.9997152401870787,1.0
FAC0375,0.9997152401870787,1.0
FAC0376,0.9998194249035005,1.0
FAC0377,0.9997017694946141,1.0
FAC0378,0.9997344729354429,1.0
FAC0379,0.9996961116242716,1.0
FAC0380,0.9996551462183637,1.0
FAC0381,0.9996012404828436,1.0
FAC0382,0.9997593734307574,1.0
FAC0383,0.9997567340900817,1.0
FAC0384,0.999730818575702,1.0
FAC0385,0.9997313186817897,1.0
FAC0386,0.9997404356862808,1.0
FAC0387,0.9996961116242716,1.0
FAC0388,0.9997449300301667,1.0
FAC0389,0.99968083882492,1.0
FAC0390,0.9997313186817897,1.0
FAC0391,0.9998020591117768,1.0
FAC0392,0.9997841097173894,1.0
FAC0393,0.9996961116242716,1.0
FAC0394,0.9997152401870787,1.0
FAC0395,0.9997227390963259,1.0
FAC0396,0.9997492152139922,1.0
FAC0397,0.9997152509019223,1.0
FAC0398,0.9997152401870787,1.0
FAC0399,0.9996476586900547,1.0
FAC0400,0.9997497217449453,1.0
FAC0401,0.9996923044744565,1.0
FAC0402,0.9997497217449453,1.0
FAC0403,0.9996476586900547,1.0
FAC0404,0.9997313186817897,1.0
FAC0405,0.9996233807897965,1.0
FAC0406,0.9996961116242716,1.0
FAC0407,0.9996309458314213,1.0
FAC0408,0.9996309458314213,1.0
FAC0409,0.9997448988715667,1.0
FAC0410,0.9996434735189089,1.0
FAC0411,0.9997152401870787,1.0
FAC0412,0.9997344729354429,1.0
FAC0413,0.9997152401870787,1.0
FAC0414,0.9997742885261246,1.0
FAC0415,0.9996961116242716,1.0
FAC0416,0.9996749191585227,1.0
FAC0417,0.999641359658997,1.0
FAC0418,0.9997300246005326,1.0
FAC0419,0.9996514373847486,1.0
FAC0420,0.9997344729354429,1.0
FAC0421,0.9997530263410365,1.0
FAC0422,0.9996309458314213,1.0
FAC0423,0.9996961116242716,1.0
FAC0424,0.9996309458314213,1.0
FAC0425,0.9996514373847486,1.0
FAC0426,0.9996961116242716,1.0
FAC0427,0.9996434735189089,1.0
FAC0428,0.9996514373847486,1.0
FAC0429,0.9996309458314213,1.0
FAC0430,0.99972608640881,1.0
FAC0431,0.99970541242789,1.0
FAC0432,0.9996961116242716,1.0
FAC0433,0.9996233807897965,1.0
FAC0434,0.9996632697127916,1.0
FAC0435,0.9996309458314213,1.0
FAC0436,0.9996514504995049,1.0
FAC0437,0.9996980920616569,1.0
FAC0438,0.999731283190728,1.0
FAC0439,0.9996309458314213,1.0
FAC0440,0.9996309458314213,1.0
FAC0441,0.9996309458314213,1.0
FAC0442,0.99968083882492,1.0
FAC0443,0.9996961116242716,1.0
FAC0444,0.9996829187634104,1.0
FAC0445,0.9996012404828436,1.0
FAC0446,0.99963972572907,1.0
FAC0447,0.9996539416520878,1.0
FAC0448,0.9996923044744565,1.0
FAC0449,0.9996961116242716,1.0
FAC0450,0.9997170959990967,1.0
FAC0451,0.9996761535307287,1.0
FAC0452,0.9997035285994151,1.0
FAC0453,0.9997152401870787,1.0
FAC0454,0.9997211903643579,1.0
FAC0455,0.9997152401870787,1.0
FAC0456,0.9997066511407695,1.0
FAC0457,0.9997152401870787,1.0
FAC0458,0.9997587304777867,1.0
FAC0459,0.9996923044744565,1.0
FAC0460,0.9997152401870787,1.0
FAC0461,0.9997152401870787,1.0
FAC0462,0.9997152401870787,1.0
FAC0463,0.99962376516745,1.0
FAC0464,0.9996309458314213,1.0
FAC0465,0.9996309458314213,1.0
FAC0466,0.9996309458314213,1.0
FAC0467,0.9997152401870787,1.0
FAC0468,0.9996233807897965,1.0
FAC0469,0.9996309458314213,1.0
FAC0470,0.9996309458314213,1.0
FAC0471,0.9996916602009813,1.0
FAC0472,0.9996333507978437,1.0
FAC0473,0.999678274003564,1.0
FAC0474,0.9996333507978437,1.0
FAC0475,0.9996107268035015,1.0
FAC0476,0.9996233807897965,1.0
FAC0477,0.9996309458314213,1.0
FAC0478,0.9996012404828436,1.0
FAC0479,0.9997000719625343,1.0
FAC0480,0.9996514373847486,1.0
FAC0481,0.999678274003564,1.0
FAC0482,0.99968083882492,1.0
FAC0483,0.9996309458314213,1.0
FAC0484,0.9996233949597915,1.0
FAC0485,0.9997824596329982,1.0
FAC0486,0.9996749191585227,1.0
FAC0487,0.9997139796021844,1.0
FAC0488,0.9997132698720609,1.0
FAC0489,0.9997152401870787,1.0
FAC0490,0.9996820507908523,1.0
FAC0491,0.9996012404828436,1.0
FAC0492,0.9996593596033504,1.0
FAC0493,0.9996463206293673,1.0
FAC0494,0.9997238227507206,1.0
FAC0495,0.9997170959990967,1.0
FAC0496,0.9996961116242716,1.0
FAC0497,0.9996309458314213,1.0
FAC0498,0.99970541242789,1.0
FAC0499,0.9997152401870787,1.0
FAC0500,0.9997152509019223,1.0
FAC0501,0.9996514373847486,1.0
FAC0502,0.9996309458314213,1.0
FAC0503,0.9996309458314213,1.0
FAC0504,0.9996514373847486,1.0
FAC0505,0.9997416457538915,1.0
FAC0506,0.9997199820211868,1.0
FAC0507,0.9997847835984381,1.0
FAC0508,0.9997152401870787,1.0
FAC0509,0.9996768693450411,1.0
FAC0510,0.9997704225873582,1.0
FAC0511,0.9997313186817897,1.0
FAC0512,0.9996551332426171,1.0
FAC0513,0.9997011718929152,1.0
FAC0514,0.9996309458314213,1.0
FAC0515,0.9996434735189089,1.0
FAC0516,0.9997187754959089,1.0
FAC0517,0.9997978312783111,1.0
FAC0518,0.9997152401870787,1.0
FAC0519,0.999731283190728,1.0
FAC0520,0.9997446497068839,1.0
FAC0521,0.9996309458314213,1.0
FAC0522,0.9996514373847486,1.0
FAC0523,0.9996551332426171,1.0
FAC0524,0.9996309458314213,1.0
FAC0525,0.9997152401870787,1.0
FAC0526,0.9997271990088201,1.0
FAC0527,0.9996309458314213,1.0
FAC0528,0.9996012404828436,1.0
FAC0529,0.9996309458314213,1.0
FAC0530,0.9997070798725781,1.0
FAC0531,0.9997066511407695,1.0
FAC0532,0.9996632697127916,1.0
FAC0533,0.9996309458314213,1.0
FAC0534,0.9997504618610785,1.0
FAC0535,0.9996309458314213,1.0
FAC0536,0.9997211903643579,1.0
FAC0537,0.9996632697127916,1.0
FAC0538,0.9996923044744565,1.0
FAC0539,0.9996309458314213,1.0
FAC0540,0.999687720663375,1.0
FAC0541,0.9997152401870787,1.0
FAC0542,0.9996233807897965,1.0
FAC0543,0.9996923044744565,1.0
FAC0544,0.9996233807897965,1.0
FAC0545,0.9997978312783111,1.0
FAC0546,0.9997313186817897,1.0
FAC0547,0.9996017942245597,1.0
FAC0548,0.9996514373847486,1.0
FAC0549,0.9997152401870787,1.0
FAC0550,0.9997011718929152,1.0
FAC0551,0.9997199820211868,1.0
FAC0552,0.9997211903643579,1.0
FAC0553,0.9996514373847486,1.0
FAC0554,0.9997416457538915,1.0
FAC0555,0.9997152509019223,1.0
FAC0556,0.9996961116242716,1.0
FAC0557,0.9997152401870787,1.0
FAC0558,0.9997152401870787,1.0
FAC0559,0.9997152401870787,1.0
FAC0560,0.9997313186817897,1.0
FAC0561,0.9997170959990967,1.0
FAC0562,0.9996258350358712,1.0
FAC0563,0.9997152401870787,1.0
FAC0564,0.9997258168247566,1.0
FAC0565,0.9996012404828436,1.0
FAC0566,0.9997132577498118,1.0
FAC0567,0.9997152401870787,1.0
FAC0568,0.9996323405956206,1.0
FAC0569,0.9997956756568673,1.0
FAC0570,0.9997452120149416,1.0
FAC0571,0.999678274003564,1.0
FAC0572,0.9997152401870787,1.0
FAC0573,0.99968083882492,1.0
FAC0574,0.9997152401870787,1.0
FAC0575,0.9996329945176673,1.0
FAC0576,0.9996434735189089,1.0
FAC0577,0.9996309458314213,1.0
FAC0578,0.9996434735189089,1.0
FAC0579,0.9996961116242716,1.0
FAC0580,0.9997066511407695,1.0
FAC0581,0.9996233807897965,1.0
FAC0582,0.9996012404828436,1.0
FAC0583,0.999758408510029,1.0
FAC0584,0.9997152401870787,1.0
FAC0585,0.9997152401870787,1.0
FAC0586,0.9996632697127916,1.0
FAC0587,0.9996961116242716,1.0
FAC0588,0.9997357928467892,1.0
FAC0589,0.9996012404828436,1.0
FAC0590,0.9997490530091925,1.0
FAC0591,0.9996309458314213,1.0
FAC0592,0.9997303825836843,1.0
FAC0593,0.9996597299487906,1.0
FAC0594,0.9997152401870787,1.0
FAC0595,0.9996017942245597,1.0
FAC0596,0.9996233807897965,1.0
FAC0597,0.9997011718929152,1.0
FAC0598,0.9997152401870787,1.0
FAC0599,0.9997152401870787,1.0
FAC0600,0.999722406591121,1.0
FAC0601,0.9996309458314213,1.0
FAC0602,0.9997329088404459,1.0
FAC0603,0.9996309458314213,1.0
FAC0604,0.9997227390963259,1.0
FAC0605,0.9996309458314213,1.0
FAC0606,0.9997170959990967,1.0
FAC0607,0.9995850669841518,1.0
FAC0608,0.9996961116242716,1.0
FAC0609,0.9996632697127916,1.0
FAC0610,0.9997152401870787,1.0
FAC0611,0.9996323405956206,1.0
FAC0612,0.999761110083716,1.0
FAC0613,0.999678274003564,1.0
FAC0614,0.9996514373847486,1.0
FAC0615,0.9996923044744565,1.0
FAC0616,0.9997453879995475,1.0
FAC0617,0.9997319420342096,1.0
FAC0618,0.9997152401870787,1.0
FAC0619,0.9997066511407695,1.0
FAC0620,0.9997416457538915,1.0
FAC0621,0.9996929698641572,1.0
FAC0622,0.9997152401870787,1.0
FAC0623,0.9996146109606409,1.0
FAC0624,0.9996514373847486,1.0
FAC0625,0.9996923044744565,1.0
FAC0626,0.9996763135636377,1.0
FAC0627,0.9996233807897965,1.0
FAC0628,0.9996012404828436,1.0
FAC0629,0.9997152401870787,1.0
FAC0630,0.9996309458314213,1.0
FAC0631,0.9997017694946141,1.0
FAC0632,0.9997978312783111,1.0
FAC0633,0.9996511084361033,1.0
FAC0634,0.9997330046687783,1.0
FAC0635,0.9996309458314213,1.0
FAC0636,0.9996309458314213,1.0
FAC0637,0.9997462360426143,1.0
FAC0638,0.999731283190728,1.0
FAC0639,0.9996309458314213,1.0
FAC0640,0.9996597299487906,1.0
FAC0641,0.9997310919347241,1.0
FAC0642,0.9997978312783111,1.0
FAC0643,0.999731283190728,1.0
FAC0644,0.9997373607896989,1.0
FAC0645,0.9997152401870787,1.0
FAC0646,0.9996916602009813,1.0
FAC0647,0.9996012404828436,1.0
FAC0648,0.999641359658997,1.0
FAC0649,0.9996961230586593,1.0
FAC0650,0.9997066511407695,1.0
FAC0651,0.999738914381581,1.0
FAC0652,0.9996309458314213,1.0
FAC0653,0.9997313186817897,1.0
FAC0654,0.9997273560922917,1.0
FAC0655,0.9997856549723908,1.0
FAC0656,0.999731283190728,1.0
FAC0657,0.9996434735189089,1.0
FAC0658,0.9997627643410957,1.0
FAC0659,0.9996551332426171,1.0
FAC0660,0.9997152401870787,1.0
FAC0661,0.9996309458314213,1.0
FAC0662,0.9996333507978437,1.0
FAC0663,0.9997847835984381,1.0
FAC0664,0.9996309458314213,1.0
FAC0665,0.9996309458314213,1.0
FAC0666,0.9996961116242716,1.0
FAC0667,0.9996309458314213,1.0
FAC0668,0.9997152401870787,1.0
FAC0669,0.9996434735189089,1.0
FAC0670,0.9996309458314213,1.0
FAC0671,0.9996632697127916,1.0
FAC0672,0.99970541242789,1.0
FAC0673,0.999678274003564,1.0
FAC0674,0.9997035285994151,1.0
FAC0675,0.9997110597597962,1.0
FAC0676,0.9997446497068839,1.0
FAC0677,0.9997117561766473,1.0
FAC0678,0.9997313186817897,1.0
FAC0679,0.9996632697127916,1.0
FAC0680,0.9996309458314213,1.0
FAC0681,0.9996463206293673,1.0
FAC0682,0.9997152401870787,1.0
FAC0683,0.9996632697127916,1.0
FAC0684,0.9996514373847486,1.0
FAC0685,0.9996309458314213,1.0
FAC0686,0.9996309458314213,1.0
FAC0687,0.9996309458314213,1.0
FAC0688,0.9997258168247566,1.0
FAC0689,0.9996309458314213,1.0
FAC0690,0.9997152401870787,1.0
FAC0691,0.9996012404828436,1.0
FAC0692,0.9997117561766473,1.0
FAC0693,0.9997011718929152,1.0
FAC0694,0.9997152401870787,1.0
FAC0695,0.9997271990088201,1.0
FAC0696,0.9997946240362889,1.0
FAC0697,0.9996961230586593,1.0
FAC0698,0.9997227390963259,1.0
FAC0699,0.9996961116242716,1.0
FAC0700,0.9996309458314213,1.0
FAC0701,0.9997152401870787,1.0
FAC0702,0.9996309458314213,1.0
FAC0703,0.9997199820211868,1.0
FAC0704,0.9997152509019223,1.0
FAC0705,0.9997132698720609,1.0
FAC0706,0.9996923160520514,1.0
FAC0707,0.9997306865290112,1.0
FAC0708,0.9997132698720609,1.0
FAC0709,0.9996309458314213,1.0
FAC0710,0.9997152401870787,1.0
FAC0711,0.9996749191585227,1.0
FAC0712,0.9997220152570713,1.0
FAC0713,0.9996551332426171,1.0
FAC0714,0.9996923044744565,1.0
FAC0715,0.9997152401870787,1.0
FAC0716,0.99968083882492,1.0
FAC0717,0.9996573806441635,1.0
FAC0718,0.9997011718929152,1.0
FAC0719,0.9997211903643579,1.0
FAC0720,0.9996923044744565,1.0
FAC0721,0.9997152401870787,1.0
FAC0722,0.9997462360426143,1.0
FAC0723,0.9997199820211868,1.0
FAC0724,0.9996514373847486,1.0
FAC0725,0.9996514504995049,1.0
FAC0726,0.9996923160520514,1.0
FAC0727,0.9997152401870787,1.0
FAC0728,0.9997152401870787,1.0
FAC0729,0.9997227390963259,1.0
FAC0730,0.9996961116242716,1.0
FAC0731,0.9997431067786932,1.0
FAC0732,0.9997152401870787,1.0
FAC0733,0.9997152401870787,1.0
FAC0734,0.9996961116242716,1.0
FAC0735,0.9997593734307574,1.0
FAC0736,0.9997244998807684,1.0
FAC0737,0.9997152401870787,1.0
FAC0738,0.9996309458314213,1.0
