date,facility_id,drug,drug_category,consumption,stock,days_of_cover,district,state
2023-01-30,FAC0001,Isoniazid,anti_tb,12.773876680872586,893.6349267621596,71.83911523163766,Bagalkote,Karnataka
2023-01-31,FAC0001,Isoniazid,anti_tb,15.789824784958592,877.845101977201,69.39497427862405,Bagalkote,Karnataka
2023-02-01,FAC0001,Isoniazid,anti_tb,13.408502421785794,864.4365995554152,68.09192888190458,Bagalkote,Karnataka
2023-02-02,FAC0001,Isoniazid,anti_tb,13.618856798760149,850.8177427566551,66.07704523841079,Bagalkote,Karnataka
2023-02-03,FAC0001,Isoniazid,anti_tb,10.407984628264504,840.4097581283905,66.06805452695151,Bagalkote,Karnataka
2023-02-04,FAC0001,Isoniazid,anti_tb,10.904773240155572,829.504984888235,65.46999401919263,Bagalkote,Karnataka
2023-02-05,FAC0001,Isoniazid,anti_tb,12.538141008356162,816.9668438798788,63.938311896232904,Bagalkote,Karnataka
2023-02-06,FAC0001,Isoniazid,anti_tb,13.848784762850592,803.1180591170281,62.1080530079697,Bagalkote,Karnataka
2023-02-07,FAC0001,Isoniazid,anti_tb,14.385016123269875,788.7330429937582,61.9571735176959,Bagalkote,Karnataka
2023-02-08,FAC0001,Isoniazid,anti_tb,14.783204793283224,773.949838200475,59.872281715910376,Bagalkote,Karnataka
2023-02-09,FAC0001,Isoniazid,anti_tb,10.862937433214322,763.0869007672607,60.88632212166128,Bagalkote,Karnataka
2023-02-10,FAC0001,Isoniazid,anti_tb,9.895155375502673,753.191745391758,60.45015303963548,Bagalkote,Karnataka
2023-02-11,FAC0001,Isoniazid,anti_tb,11.677519904025843,741.5142254877321,58.99028049966427,Bagalkote,Karnataka
2023-02-12,FAC0001,Isoniazid,anti_tb,12.12212500640419,729.3921004813279,58.3015662419148,Bagalkote,Karnataka
2023-02-13,FAC0001,Isoniazid,anti_tb,13.79477809424315,715.5973223870848,57.23422178410221,Bagalkote,Karnataka
2023-02-14,FAC0001,Isoniazid,anti_tb,16.695720154105825,698.9016022329789,54.46101247178098,Bagalkote,Karnataka
2023-02-15,FAC0001,Isoniazid,anti_tb,13.727541743283844,685.1740604896951,54.026205650975356,Bagalkote,Karnataka
2023-02-16,FAC0001,Isoniazid,anti_tb,11.838648167453387,673.3354123222417,52.51554005305497,Bagalkote,Karnataka
2023-02-17,FAC0001,Isoniazid,anti_tb,11.337655498429765,661.997756823812,50.81458076936767,Bagalkote,Karnataka
2023-02-18,FAC0001,Isoniazid,anti_tb,12.778517763927285,649.2192390598847,49.23923659679964,Bagalkote,Karnataka
2023-02-19,FAC0001,Isoniazid,anti_tb,14.0556566226581,635.1635824372265,47.184707659093995,Bagalkote,Karnataka
2023-02-20,FAC0001,Isoniazid,anti_tb,14.212812896708032,620.9507695405185,45.92513151355967,Bagalkote,Karnataka
2023-02-21,FAC0001,Isoniazid,anti_tb,12.283578675140614,608.667190865378,47.21779941246953,Bagalkote,Karnataka
2023-02-22,FAC0001,Isoniazid,anti_tb,14.445632969775922,594.221557895602,45.73322103991623,Bagalkote,Karnataka
2023-02-23,FAC0001,Isoniazid,anti_tb,12.592409755019379,581.6291481405826,44.39613883866337,Bagalkote,Karnataka
2023-02-24,FAC0001,Isoniazid,anti_tb,10.079140026784545,571.5500081137981,44.23382686531847,Bagalkote,Karnataka
2023-02-25,FAC0001,Isoniazid,anti_tb,11.454303331759764,560.0957047820383,43.99140995970172,Bagalkote,Karnataka
2023-02-26,FAC0001,Isoniazid,anti_tb,12.683091359060636,547.4126134229776,43.667760447621106,Bagalkote,Karnataka
2023-02-27,FAC0001,Isoniazid,anti_tb,16.04238813176147,531.3702252912162,41.522315009461245,Bagalkote,Karnataka
2023-02-28,FAC0001,Isoniazid,anti_tb,13.988430817373736,517.3817944738425,39.674172479714635,Bagalkote,Karnataka
2023-03-01,FAC0001,Isoniazid,anti_tb,14.675917374471647,502.7058770993709,38.45178344387637,Bagalkote,Karnataka
2023-03-02,FAC0001,Isoniazid,anti_tb,12.765388474757241,489.9404886246137,37.404663111853864,Bagalkote,Karnataka
2023-03-03,FAC0001,Isoniazid,anti_tb,11.715288558769531,478.22520006584415,35.87016647000003,Bagalkote,Karnataka
2023-03-04,FAC0001,Isoniazid,anti_tb,12.323434433063763,465.9017656327804,34.62337798891333,Bagalkote,Karnataka
2023-03-05,FAC0001,Isoniazid,anti_tb,12.332489100580744,453.56927653219964,33.832822243103756,Bagalkote,Karnataka
2023-03-06,FAC0001,Isoniazid,anti_tb,13.822379308019293,439.7468972241803,33.59655609013771,Bagalkote,Karnataka
2023-03-07,FAC0001,Isoniazid,anti_tb,13.517981094747144,426.2289161294332,32.73185078844001,Bagalkote,Karnataka
2023-03-08,FAC0001,Isoniazid,anti_tb,12.709906096671512,413.5190100327617,32.455821865202125,Bagalkote,Karnataka
2023-03-09,FAC0001,Isoniazid,anti_tb,12.477710280873676,401.041299751888,31.578343220682573,Bagalkote,Karnataka
2023-03-10,FAC0001,Isoniazid,anti_tb,9.719130705117282,391.32216904677074,31.52082443161488,Bagalkote,Karnataka
2023-03-11,FAC0001,Isoniazid,anti_tb,9.564214831924257,381.7579542148465,31.758790509629403,Bagalkote,Karnataka
2023-03-12,FAC0001,Isoniazid,anti_tb,15.38471117896801,366.3732430358785,29.412033993029638,Bagalkote,Karnataka
2023-03-13,FAC0001,Isoniazid,anti_tb,15.406373930434045,350.96686910544446,27.672531038764568,Bagalkote,Karnataka
2023-03-14,FAC0001,Isoniazid,anti_tb,13.812200159537339,337.15466894590713,26.495679247882958,Bagalkote,Karnataka
2023-03-15,FAC0001,Isoniazid,anti_tb,13.580512195856475,323.57415675005063,25.182309099232576,Bagalkote,Karnataka
2023-03-16,FAC0001,Isoniazid,anti_tb,11.70343155204181,311.8707251980088,24.482236290481435,Bagalkote,Karnataka
2023-03-17,FAC0001,Isoniazid,anti_tb,10.503257920512308,301.36746727749653,23.451495357667238,Bagalkote,Karnataka
2023-03-18,FAC0001,Isoniazid,anti_tb,11.31779726847405,290.04967000902246,22.139196122199586,Bagalkote,Karnataka
2023-03-19,FAC0001,Isoniazid,anti_tb,14.082787516520352,275.9668824925021,21.36761358201855,Bagalkote,Karnataka
2023-03-20,FAC0001,Isoniazid,anti_tb,16.561095491968672,259.40578700053345,19.832012327280466,Bagalkote,Karnataka
2023-03-21,FAC0001,Isoniazid,anti_tb,15.595762911301719,243.81002408923172,18.283535935511917,Bagalkote,Karnataka
2023-03-22,FAC0001,Isoniazid,anti_tb,12.353254561774698,488.92301330899284,37.15325842767199,Bagalkote,Karnataka
2023-03-23,FAC0001,Isoniazid,anti_tb,13.06996667975409,475.85304662923875,35.631488737953795,Bagalkote,Karnataka
2023-03-24,FAC0001,Isoniazid,anti_tb,10.664406649577835,465.18863997966093,34.77300451934778,Bagalkote,Karnataka
2023-03-25,FAC0001,Isoniazid,anti_tb,11.44894061246401,453.7396993671969,33.869760206263294,Bagalkote,Karnataka
2023-03-26,FAC0001,Isoniazid,anti_tb,12.607805152422396,441.13189421477455,33.454843349444936,Bagalkote,Karnataka
2023-03-27,FAC0001,Isoniazid,anti_tb,14.654993375070477,426.47690083970406,33.02543298274301,Bagalkote,Karnataka
2023-03-28,FAC0001,Isoniazid,anti_tb,15.702060848423438,410.7748399912806,31.772138266900296,Bagalkote,Karnataka
2023-03-29,FAC0001,Isoniazid,anti_tb,13.460315758467774,397.3145242328128,30.359650046371694,Bagalkote,Karnataka
2023-03-30,FAC0001,Isoniazid,anti_tb,13.313428277115245,384.00109595569756,29.264568166260936,Bagalkote,Karnataka
2023-03-31,FAC0001,Isoniazid,anti_tb,10.317006715649509,373.6840892400481,28.58643207946976,Bagalkote,Karnataka
2023-04-01,FAC0001,Isoniazid,anti_tb,12.804170988636184,360.8799182514119,27.204020916332603,Bagalkote,Karnataka
2023-04-02,FAC0001,Isoniazid,anti_tb,12.12366342123547,348.75625483017643,26.427895926621055,Bagalkote,Karnataka
2023-04-03,FAC0001,Isoniazid,anti_tb,13.223355580102305,335.53289925007414,25.826115562286166,Bagalkote,Karnataka
2023-04-04,FAC0001,Isoniazid,anti_tb,15.14610586025972,320.38679338981444,24.81199271422602,Bagalkote,Karnataka
2023-04-05,FAC0001,Isoniazid,anti_tb,15.671547870721893,304.71524551909255,23.034809215178075,Bagalkote,Karnataka
2023-04-06,FAC0001,Isoniazid,anti_tb,13.015955654463921,291.6992898646286,22.121940138828677,Bagalkote,Karnataka
2023-04-07,FAC0001,Isoniazid,anti_tb,13.118562853237716,278.5807270113909,20.504691352459133,Bagalkote,Karnataka
2023-04-08,FAC0001,Isoniazid,anti_tb,13.294237057946836,265.28648995344406,19.426078368962365,Bagalkote,Karnataka
2023-04-09,FAC0001,Isoniazid,anti_tb,14.307043476226347,250.97944647721772,17.968024881713795,Bagalkote,Karnataka
2023-04-10,FAC0001,Isoniazid,anti_tb,13.046098377644114,237.9333480995736,17.064970248979197,Bagalkote,Karnataka
2023-04-11,FAC0001,Isoniazid,anti_tb,14.635822096189559,489.4081232683276,35.285639237989606,Bagalkote,Karnataka
2023-04-12,FAC0001,Isoniazid,anti_tb,13.639663182150173,475.7684600861774,35.035460961395316,Bagalkote,Karnataka
2023-04-13,FAC0001,Isoniazid,anti_tb,12.09587061733751,463.6725894688399,34.47845016732162,Bagalkote,Karnataka
2023-04-14,FAC0001,Isoniazid,anti_tb,10.982154571713993,452.6904348971259,34.443504466773256,Bagalkote,Karnataka
2023-04-15,FAC0001,Isoniazid,anti_tb,12.659664866927388,440.0307700301985,33.71281107748938,Bagalkote,Karnataka
2023-04-16,FAC0001,Isoniazid,anti_tb,13.186116889890375,426.8446531403081,33.10875549494051,Bagalkote,Karnataka
2023-04-17,FAC0001,Isoniazid,anti_tb,13.608760326965973,413.2358928133421,31.85456761186722,Bagalkote,Karnataka
2023-04-18,FAC0001,Isoniazid,anti_tb,15.144618790879782,398.0912740224623,30.516152727240694,Bagalkote,Karnataka
2023-04-19,FAC0001,Isoniazid,anti_tb,12.604737115898455,385.48653690656386,29.888660579123254,Bagalkote,Karnataka
2023-04-20,FAC0001,Isoniazid,anti_tb,11.460320092274216,374.0262168142896,29.205682730623415,Bagalkote,Karnataka
2023-04-21,FAC0001,Isoniazid,anti_tb,12.29945488696958,361.72676192732007,27.836247711014643,Bagalkote,Karnataka
2023-04-22,FAC0001,Isoniazid,anti_tb,11.304137255790062,350.42262467153,27.374279010936117,Bagalkote,Karnataka
2023-04-23,FAC0001,Isoniazid,anti_tb,14.2956749589617,336.1269497125683,25.936378006550257,Bagalkote,Karnataka
2023-04-24,FAC0001,Isoniazid,anti_tb,14.4845181723892,321.64243154017913,24.58141650599403,Bagalkote,Karnataka
2023-04-25,FAC0001,Isoniazid,anti_tb,14.429594026049472,307.21283751412966,23.66336773852539,Bagalkote,Karnataka
2023-04-26,FAC0001,Isoniazid,anti_tb,13.987696369931424,293.22514114419823,22.247397961506387,Bagalkote,Karnataka
2023-04-27,FAC0001,Isoniazid,anti_tb,11.800013097944426,281.4251280462538,21.273787625311105,Bagalkote,Karnataka
2023-04-28,FAC0001,Isoniazid,anti_tb,10.934962645470932,270.49016540078287,20.752978847197067,Bagalkote,Karnataka
2023-04-29,FAC0001,Isoniazid,anti_tb,10.069563692827222,260.42060170795565,20.254480420884224,Bagalkote,Karnataka
2023-04-30,FAC0001,Isoniazid,anti_tb,12.92980180152366,247.490799906432,19.545474427016302,Bagalkote,Karnataka
2023-05-01,FAC0001,Isoniazid,anti_tb,14.762526341432888,485.8685178862633,38.25127181829961,Bagalkote,Karnataka
2023-05-02,FAC0001,Isoniazid,anti_tb,15.68004264423992,470.1884752420234,36.50345131030788,Bagalkote,Karnataka
2023-05-03,FAC0001,Isoniazid,anti_tb,14.466428528333505,455.7220467136899,35.193477765992455,Bagalkote,Karnataka
2023-05-04,FAC0001,Isoniazid,anti_tb,11.686288473269897,444.03575824042,34.33407220005541,Bagalkote,Karnataka
2023-05-05,FAC0001,Isoniazid,anti_tb,12.297286918002161,431.73847132241787,32.88829631728737,Bagalkote,Karnataka
2023-05-06,FAC0001,Isoniazid,anti_tb,10.078483962995783,421.6599873594221,32.11743561745383,Bagalkote,Karnataka
2023-05-07,FAC0001,Isoniazid,anti_tb,13.332011436174831,408.32797592324727,30.966422719936403,Bagalkote,Karnataka
2023-05-08,FAC0001,Isoniazid,anti_tb,14.909694595884424,393.4182813273628,29.78821982285571,Bagalkote,Karnataka
2023-05-09,FAC0001,Isoniazid,anti_tb,15.620075817974376,377.7982055093884,28.624090461244457,Bagalkote,Karnataka
2023-05-10,FAC0001,Isoniazid,anti_tb,14.106605718319798,363.6915997910686,27.663032003723835,Bagalkote,Karnataka
2023-05-11,FAC0001,Isoniazid,anti_tb,11.92758943132704,351.7640103597416,26.68582885958101,Bagalkote,Karnataka
2023-05-12,FAC0001,Isoniazid,anti_tb,11.554447057260369,340.20956330248123,26.018740905317507,Bagalkote,Karnataka
2023-05-13,FAC0001,Isoniazid,anti_tb,10.483604204486038,329.7259590979952,25.105847718568615,Bagalkote,Karnataka
2023-05-14,FAC0001,Isoniazid,anti_tb,12.248636733136655,317.47732236485854,24.46147792570073,Bagalkote,Karnataka
2023-05-15,FAC0001,Isoniazid,anti_tb,16.022616644622065,301.45470572023646,22.945855748981288,Bagalkote,Karnataka
2023-05-16,FAC0001,Isoniazid,anti_tb,14.147051248388044,287.3076544718484,22.225011984606127,Bagalkote,Karnataka
2023-05-17,FAC0001,Isoniazid,anti_tb,14.504122958519691,272.8035315133287,21.010730635816603,Bagalkote,Karnataka
2023-05-18,FAC0001,Isoniazid,anti_tb,11.889901597086258,260.9136299162425,20.103332539697547,Bagalkote,Karnataka
2023-05-19,FAC0001,Isoniazid,anti_tb,13.065204104564405,247.84842581167808,18.784296380655803,Bagalkote,Karnataka
2023-05-20,FAC0001,Isoniazid,anti_tb,10.026574264930028,237.82185154674806,18.1140212900598,Bagalkote,Karnataka
2023-05-21,FAC0001,Isoniazid,anti_tb,11.710322730630704,485.58089496629634,37.20283196523395,Bagalkote,Karnataka
2023-05-22,FAC0001,Isoniazid,anti_tb,13.57246881867369,472.00842614762263,37.15947802183468,Bagalkote,Karnataka
2023-05-23,FAC0001,Isoniazid,anti_tb,14.756841959760324,457.2515841878623,35.75253265220103,Bagalkote,Karnataka
2023-05-24,FAC0001,Isoniazid,anti_tb,14.072359036021954,443.17922515184034,34.82014478252227,Bagalkote,Karnataka
2023-05-25,FAC0001,Isoniazid,anti_tb,11.585285658820867,431.5939394930195,34.02623806407429,Bagalkote,Karnataka
2023-05-26,FAC0001,Isoniazid,anti_tb,10.249958285903794,421.3439812071157,34.30588736916205,Bagalkote,Karnataka
2023-05-27,FAC0001,Isoniazid,anti_tb,12.57393504347371,408.77004616364195,32.32436120741552,Bagalkote,Karnataka
2023-05-28,FAC0001,Isoniazid,anti_tb,13.729978991314798,395.04006717232716,30.541806802328395,Bagalkote,Karnataka
2023-05-29,FAC0001,Isoniazid,anti_tb,13.603333393109665,381.4367337792175,29.4800402491534,Bagalkote,Karnataka
2023-05-30,FAC0001,Isoniazid,anti_tb,13.975163678913828,367.4615701003037,28.647183284700432,Bagalkote,Karnataka
2023-05-31,FAC0001,Isoniazid,anti_tb,13.8199091976227,353.641660902681,27.64752031259336,Bagalkote,Karnataka
2023-06-01,FAC0001,Isoniazid,anti_tb,12.840692816720306,340.8009680859607,26.27523628350215,Bagalkote,Karnataka
2023-06-02,FAC0001,Isoniazid,anti_tb,10.427142323084363,330.3738257628763,25.421708570759392,Bagalkote,Karnataka
2023-06-03,FAC0001,Isoniazid,anti_tb,12.926189250183878,317.44763651269244,24.33283861083206,Bagalkote,Karnataka
2023-06-04,FAC0001,Isoniazid,anti_tb,11.474674852520613,305.97296166017185,24.047157694249993,Bagalkote,Karnataka
2023-06-05,FAC0001,Isoniazid,anti_tb,13.807281894466701,292.16567976570514,22.909550928460785,Bagalkote,Karnataka
2023-06-06,FAC0001,Isoniazid,anti_tb,15.69544580293723,276.4702339627679,21.26896603445993,Bagalkote,Karnataka
2023-06-07,FAC0001,Isoniazid,anti_tb,13.1368203221279,263.33341364064,20.411578691543085,Bagalkote,Karnataka
2023-06-08,FAC0001,Isoniazid,anti_tb,11.848808367061618,251.48460527357838,19.709627457769678,Bagalkote,Karnataka
2023-06-09,FAC0001,Isoniazid,anti_tb,10.3618993322508,241.12270594132758,18.911347498653765,Bagalkote,Karnataka
2023-06-10,FAC0001,Isoniazid,anti_tb,12.535419640536016,482.9518111219095,38.04466975193849,Bagalkote,Karnataka
2023-06-11,FAC0001,Isoniazid,anti_tb,13.191040499093901,469.7607706228156,36.304312462572696,Bagalkote,Karnataka
2023-06-12,FAC0001,Isoniazid,anti_tb,13.182566043604078,456.5782045792115,35.53058777774855,Bagalkote,Karnataka
2023-06-13,FAC0001,Isoniazid,anti_tb,16.419816807628713,440.1583877715828,33.979179801792384,Bagalkote,Karnataka
2023-06-14,FAC0001,Isoniazid,anti_tb,13.807422807714548,426.35096496386825,32.671654467195076,Bagalkote,Karnataka
2023-06-15,FAC0001,Isoniazid,anti_tb,11.281789756660462,415.06917520720776,32.00579059607898,Bagalkote,Karnataka
2023-06-16,FAC0001,Isoniazid,anti_tb,11.978903868071919,403.0902713391358,30.53814667695783,Bagalkote,Karnataka
2023-06-17,FAC0001,Isoniazid,anti_tb,10.907999073086367,392.18227226604944,30.244462409595172,Bagalkote,Karnataka
2023-06-18,FAC0001,Isoniazid,anti_tb,13.06419294644598,379.11807931960345,29.277887903392177,Bagalkote,Karnataka
2023-06-19,FAC0001,Isoniazid,anti_tb,11.369062077093952,367.7490172425095,28.979699104305052,Bagalkote,Karnataka
2023-06-20,FAC0001,Isoniazid,anti_tb,13.659857260686051,354.08915998182346,28.798029022954434,Bagalkote,Karnataka
2023-06-21,FAC0001,Isoniazid,anti_tb,13.472730218388536,340.6164297634349,27.81043838133498,Bagalkote,Karnataka
2023-06-22,FAC0001,Isoniazid,anti_tb,12.871438898145566,327.7449908652893,26.272388953259647,Bagalkote,Karnataka
2023-06-23,FAC0001,Isoniazid,anti_tb,10.180929960036554,317.56406090525275,25.991429002402068,Bagalkote,Karnataka
2023-06-24,FAC0001,Isoniazid,anti_tb,11.29324226273152,306.27081864252125,24.954713720622117,Bagalkote,Karnataka
2023-06-25,FAC0001,Isoniazid,anti_tb,13.327446086785816,292.94337255573544,23.795887272458252,Bagalkote,Karnataka
2023-06-26,FAC0001,Isoniazid,anti_tb,14.711597988249405,278.231774567486,21.756952781073714,Bagalkote,Karnataka
2023-06-27,FAC0001,Isoniazid,anti_tb,16.846633522661378,261.38514104482465,19.736965109972477,Bagalkote,Karnataka
2023-06-28,FAC0001,Isoniazid,anti_tb,16.286359159302076,245.09878188552258,17.962036454159772,Bagalkote,Karnataka
2023-06-29,FAC0001,Isoniazid,anti_tb,11.386846792501983,233.7119350930206,17.397962155066026,Bagalkote,Karnataka
2023-06-30,FAC0001,Isoniazid,anti_tb,10.20643999592437,479.4733220724707,35.683228057643234,Bagalkote,Karnataka
2023-07-01,FAC0001,Isoniazid,anti_tb,11.789887187546663,467.68343488492405,34.6229892442394,Bagalkote,Karnataka
2023-07-02,FAC0001,Isoniazid,anti_tb,11.332461041374044,456.35097384355004,34.51219779528028,Bagalkote,Karnataka
2023-07-03,FAC0001,Isoniazid,anti_tb,18.154896708783212,438.1960771347668,31.950624301088347,Bagalkote,Karnataka
2023-07-04,FAC0001,Isoniazid,anti_tb,17.761288836977528,420.4347882977893,30.36626901695741,Bagalkote,Karnataka
2023-07-05,FAC0001,Isoniazid,anti_tb,15.823948875195352,404.6108394225939,29.363467757828534,Bagalkote,Karnataka
2023-07-06,FAC0001,Isoniazid,anti_tb,12.795887887727634,391.8149515348663,28.025442912438933,Bagalkote,Karnataka
2023-07-07,FAC0001,Isoniazid,anti_tb,13.71699253166673,378.09795900319955,26.107780360933262,Bagalkote,Karnataka
2023-07-08,FAC0001,Isoniazid,anti_tb,13.011427669891633,365.0865313333079,24.90918956484334,Bagalkote,Karnataka
2023-07-09,FAC0001,Isoniazid,anti_tb,14.849490467120994,350.23704086618693,23.104028069398886,Bagalkote,Karnataka
2023-07-10,FAC0001,Isoniazid,anti_tb,13.338194237353653,336.89884662883327,23.280912169298595,Bagalkote,Karnataka
2023-07-11,FAC0001,Isoniazid,anti_tb,15.77855459656803,321.12029203226524,22.63357444029217,Bagalkote,Karnataka
2023-07-12,FAC0001,Isoniazid,anti_tb,14.767274672966558,306.3530173592987,21.82494051347562,Bagalkote,Karnataka
2023-07-13,FAC0001,Isoniazid,anti_tb,14.572008518126573,291.78100884117214,20.417740287836878,Bagalkote,Karnataka
2023-07-14,FAC0001,Isoniazid,anti_tb,12.18673661345583,279.5942722277163,19.868900034725755,Bagalkote,Karnataka
2023-07-15,FAC0001,Isoniazid,anti_tb,12.88429032217994,266.7099819055364,18.97779383601466,Bagalkote,Karnataka
2023-07-16,FAC0001,Isoniazid,anti_tb,12.70200079598828,254.0079811095481,18.47732766238702,Bagalkote,Karnataka
2023-07-17,FAC0001,Isoniazid,anti_tb,16.927788620290983,237.08019248925712,16.62576360831553,Bagalkote,Karnataka
2023-07-18,FAC0001,Isoniazid,anti_tb,17.264233676744364,219.81595881251275,15.189001919096272,Bagalkote,Karnataka
2023-07-19,FAC0001,Isoniazid,anti_tb,17.04089038983077,202.77506842268198,13.703934993223065,Bagalkote,Karnataka
2023-07-20,FAC0001,Isoniazid,anti_tb,15.384580160036894,472.26173837771165,31.66793450519477,Bagalkote,Karnataka
2023-07-21,FAC0001,Isoniazid,anti_tb,12.888628689894599,459.3731096878171,30.597944100608437,Bagalkote,Karnataka
2023-07-22,FAC0001,Isoniazid,anti_tb,12.696370001714588,446.6767396861025,29.805560355153748,Bagalkote,Karnataka
2023-07-23,FAC0001,Isoniazid,anti_tb,13.47641322576724,433.20032646033525,28.694490087555582,Bagalkote,Karnataka
2023-07-24,FAC0001,Isoniazid,anti_tb,15.279997532011427,417.92032892832384,28.120839998016574,Bagalkote,Karnataka
2023-07-25,FAC0001,Isoniazid,anti_tb,17.733168311895316,400.1871606164285,26.806783055009188,Bagalkote,Karnataka
2023-07-26,FAC0001,Isoniazid,anti_tb,16.438352422801646,383.74880819362687,25.85472595501293,Bagalkote,Karnataka
2023-07-27,FAC0001,Isoniazid,anti_tb,16.294723756792187,367.4540844368347,24.541896458333408,Bagalkote,Karnataka
2023-07-28,FAC0001,Isoniazid,anti_tb,11.66103660069925,355.79304783613543,24.044698278122464,Bagalkote,Karnataka
2023-07-29,FAC0001,Isoniazid,anti_tb,10.397964606222985,345.3950832299124,23.871702608410686,Bagalkote,Karnataka
2023-07-30,FAC0001,Isoniazid,anti_tb,14.444123852770046,330.9509593771424,22.656929639037298,Bagalkote,Karnataka
2023-07-31,FAC0001,Isoniazid,anti_tb,14.138120113998728,316.81283926314364,21.933982162804536,Bagalkote,Karnataka
2023-08-01,FAC0001,Isoniazid,anti_tb,17.182246192073013,299.6305930710706,20.858052364918063,Bagalkote,Karnataka
2023-08-02,FAC0001,Isoniazid,anti_tb,13.653742187852687,285.97685088321794,20.474561533293635,Bagalkote,Karnataka
2023-08-03,FAC0001,Isoniazid,anti_tb,12.536680372810158,273.44017051040777,20.359552258092034,Bagalkote,Karnataka
2023-08-04,FAC0001,Isoniazid,anti_tb,9.846219490212027,263.59395102019573,20.012751977656837,Bagalkote,Karnataka
2023-08-05,FAC0001,Isoniazid,anti_tb,11.97593055300252,251.61802046719322,18.782057055113512,Bagalkote,Karnataka
2023-08-06,FAC0001,Isoniazid,anti_tb,13.426577878419817,238.1914425887734,17.974868303006083,Bagalkote,Karnataka
2023-08-07,FAC0001,Isoniazid,anti_tb,14.822485408308651,223.36895718046475,16.73285254651342,Bagalkote,Karnataka
2023-08-08,FAC0001,Isoniazid,anti_tb,15.79243375212753,207.57652342833723,15.784589096795688,Bagalkote,Karnataka
2023-08-09,FAC0001,Isoniazid,anti_tb,12.047668636169988,467.37973994203,36.17170441565949,Bagalkote,Karnataka
